,0,1,InspName,InspAddress
2958,Avli - River North,702 N Wells St,AVLI RIVER NORTH,700-702 N WELLS ST 
2959,Lago Banquets,6121 W Diversey Ave,LAGO BANQUETS,6121 W DIVERSEY AVE 
2960,Jerk N Go Chicago,9044 S Ashland Ave,JERK N GO CHICAGO INC.,9044 S ASHLAND AVE 
2961,Pizza Hut,5401 S Wentworth Ave,PIZZA HUT,5401 S WENTWORTH AVE 
2962,Chicago Wingz Around The World,108 E 47th St,CHICAGO WINGZ AROUND THE WORLD (47TH) LLC,108 E 47TH ST 
2963,Kit Kat Lounge,3700 N Halsted St,Kit Kat Lounge and Restaurant,3700 N HALSTED ST 
2964,Whole Foods Market,255 E Grand Ave,WHOLE FOODS MARKET,255 E GRAND AVE 
2965,Gorditas San Marcos,3825 W 63rd St,GORDITAS SAN MARCOS,3825 W 63RD ST 
2966,Tony's Fresh Market,5233 N Lincoln Ave,RED ROCKETT,2273 N LINCOLN AVE 
2967,Stray Hen Cafe,2423 N Clark St,STRAY HEN CAFE OF CHICAGO,2423 N CLARK ST 
2968,Los Mangos Neveria Y Fruteria,5923 W 63rd St,LOS MANGOS,5923 W 63RD ST 
2969,Ora Casual Dining,6043 W Addison St,ORA CASUAL DINING,6043 W ADDISON ST 
2970,Creative Minds Child Development Center,3748 W Montrose Ave,"LITTLE CREATIVE MINDS CHILD DEVELOPMENT CENTER, IN",3748 W MONTROSE AVE 
2971,Concordia Place,4809 N Ravenswood Ave,CONCORDIA DAY,4809 N RAVENSWOOD 
2972,Moe's Cantina- River North,155 W Kinzie St,MOE'S CANTINA,153-155 W KINZIE ST 
2973,Starbucks,6332 Northwest Hwy,STARBUCKS COFFEE #47593,6332 N NORTHWEST HWY 
2974,Luna Park Nursery & Kindergarten,3250 W Foster Ave,LUNA PARK INC,3250 W FOSTER AVE 
2975,O'Donovan's,2100 W Irving Park Rd,O'DONOVAN'S,2100 W IRVING PARK RD 
2976,Wilson Care,4544 N Hazel St,WILSON CARE INC,4544 N HAZEL ST 
2977,AD&B America's Dog & Burger,700 E Grand Ave,AMERICA'S DOG,700 E GRAND AVE 
2978,Bel-Ami,5530 N Lincoln Ave,BEL-AMI RESTAURANT,5530 N LINCOLN AVE 
2979,All Things Are Possible For Kids,4014 W Chicago Ave,"ALL THINGS ARE POSSIBLE FOR KIDS, INC.",4014 W CHICAGO AVE 
2980,Chipotle Mexican Grill,2640 N Narragansett Ave,Chipotle Mexican Grill,2640 N NARRAGANSETT AVE 
2981,Premier Catering & Events,5680 S Archer Ave,"PREMIER CATERING & EVENTS, LLC.",5559 S ARCHER AVE 
2982,Beverly Woods Restaurant,11532 S Western Ave,BEVERLY WOODS RESTAURANT,11532 S WESTERN AVE 
2983,Corner Bakery,676 N St Clair,CORNER BAKERY CAFE,676 N ST CLAIR ST 
2984,The Art of Pizza,3033 N Ashland Ave,The Art Of  Pizza Inc,3033 N ASHLAND AVE 
2985,Windy City Cafe,1062 W Chicago Ave,WINDY CITY CAFE,1060-1062 W CHICAGO AVE 
2986,Panda Express,723 S. Seeley Ave,Panda Express #3372,723 S SEELEY AVE 
2987,Black Eagle Club,1938 W Irving Park Rd,BLACK EAGLE CLUB,1938 W IRVING PARK RD 
2988,The Comedy Clubhouse,1462 N Ashland,THE COMEDY CLUBHOUSE,1462 N ASHLAND AVE 
2989,Yolk - Streeterville,355 E Ohio St,STREETERVILLE PIZZERIA & TAP,355 E OHIO ST 
2990,The Salviation Army Freedom Center,825 N Christiana Ave,THE SALVATION ARMY,825 N CHRISTIANA 
2991,S2 Express Grill,5058 S Halsted St,S2 EXPRESS GRILL,5058 S HALSTED ST 
2992,Chicago Live Poultry,2601 S Ridgeway Ave,CHICAGO LIVE POULTRY,2601 S RIDGEWAY AVE 
2993,Children Center,12803 S Halsted St,CHILDREN'S CENTER INC,12801-12803 S HALSTED ST 
2994,Starbucks,715 S Seeley Ave,STARBUCKS COFFEE #57239,715 S SEELEY AVE 
2995,Holiday Inn & Suites Chicago-Downtown,506 W Harrison St,HOLIDAY INN & SUITES,506 W HARRISON ST 
2996,Contemporary Preschool,1400 N Lakeshore Dr,CONTEMPORARY PRESCHOOL LLC,1400 N LAKE SHORE DR 
2997,Jet's Pizza,3951 N Kimball Ave,JETS PIZZA,3951 N KIMBALL AVE 
2998,Udupi Palace Restaurant,2543 W Devon Ave,UDUPI PALACE RESTAURANT,2543 W DEVON AVE 
2999,Dunning Pour House,7718 W Addison St,DUNNING POUR HOUSE,7718 W ADDISON ST 
3000,Taste Of New York Bagels & Deli,3268 N Clark St,TASTE OF NEW YORK,3268 N CLARK ST 
3001,Omni Chicago Hotel,676 N. Michigan Ave,OMNI CHICAGO HOTEL,674-678 N MICHIGAN AVE 
3002,Paladar,2252 N Western Ave,PALADAR,2252 N WESTERN AVE 
3003,Wise Owl  Daycare,2734 W North Ave,"LOVING TOUCH DAYCARE PROVIDERS, INC II",6136-6138 W NORTH AVE 
3004,Dollop Diner,5060 N Clark St,DOLLOP DINER,5060 N CLARK ST 
3005,Goddess / Eggy's-wells & Superior,165 W Superior,Not Found,Not Found
3006,Popeyes Louisiana Kitchen,6622 W Fullerton Ave,POPEYES,6622 W FULLERTON AVE 
3007,The Fast Burrito,3414 W Irving Park Rd,FAST BURRITO,3414 W IRVING PARK RD 
3008,Dunkin',5700 S Cicero Ave,DUNKIN DONUTS,5700 S CICERO AVE 
3009,Sharks Fish & Chicken,338 S California Ave,SHARKES,338 S CALIFORNIA AVE 
3010,Los Azares Mexican Grill,5238 N Nagle Ave,LOS AZARES MEXICAN GRILL LLC,5238 N NAGLE AVE 
3011,Island Vibes Jerk Chicken Restaurant,1442 W 103rd St,ISLAND VIBES,1442 W 103RD ST 
3012,Sunny Bowls,222 W Merchandise Mart Plz,SUNNY BOWLS,222 W MERCHANDISE MART PLZ 
3013,Pescadero Seafood & Oyster Bar,1258 W Belmont Ave,PESCADERO,1258 W BELMONT AVE 
3014,Fairplay Finer Foods,2323 W 111th St,FAIRPLAY FOODS,2323 W 111TH ST 
3015,Mezza Mediterranean Grill,222 Merchandise Mart Plz,AMAZON GO,222 W MERCHANDISE MART PLZ 
3016,Big Bowl Chinese Express,600 E Grand Ave,BIG BOWL,600 E GRAND AVE 
3017,Excelsior Garden,4855 N Milwaukee Ave,EXCELSIOR GARDEN,4855 N MILWAUKEE AVE 
3018,Tiztal Cafe,4631 N Clark St,TIZTAL CAFE INC.,4631 N CLARK ST 
3019,Rainbow Tacos,5119 N Lincoln Ave,RAINBOW TACOS INC.,5119 N LINCOLN AVE 
3020,Georgio's Gourmet Pizza,11 W Division St,GEORGIO'S GOURMET PIZZA,11 W DIVISION ST 
3021,Matilda,3101 N Sheffield Ave,MATILDA,3101 N SHEFFIELD AVE 
3022,McDonald's,207 E 35th St,MCDONALD'S,207 E 35TH ST 
3023,MR Captain Hooks,4355 S Cottage Grove Ave,MR. CAPTAIN HOOK FISH AND CHICKEN AND GRILL,4355 S COTTAGE GROVE AVE 
3024,Best Submarine,2653 W North Ave,BEST SUB,2653 W NORTH AVE 
3025,Disney II Magnet Elementary School,3815 N Kedvale Ave,DISNEY II,3815 N Kedvale (4134W) 
3026,Makkah Cafe,6349 N Claremont Ave,MAKKAH CAFE,6349 N CLAREMONT AVE 
3027,Wrigley Rooftops,3609 N Sheffield,WRIGLEYVILLE ROOFTOPS,3619 N SHEFFIELD AVE 
3028,Sweet Vegan Bakes,409 W N Ave,Not Found,Not Found
3029,Wendy's,6324 N Western Ave,"WENDY'S PROPERTIES, LLC",6324 N WESTERN AVE 
3030,Walgreens,3110 W Armitage Ave,WALGREENS #1310,3110 W ARMITAGE AVE 
3031,Papa Santiago's Pizzeria,4045 West 47th St,PAPA SANTIAGOS PIZZERIA,4045 W 47TH ST 
3032,Montgomery Place,5550 S Shore Dr,MONTGOMERY PLACE,5550 S SHORE DR 
3033,Yolis Tamales,5002 S Western Ave,YOLIS TAMALES,5002 S WESTERN AVE 
3034,Danny's Pizza Place,6021 S Archer Ave,DANNY'S PIZZA PLACE,6021 S ARCHER AVE 
3035,Valerio's Tropical Bakeshop,5033 N Elston Ave,VALERIO'S TROPICAL BAKESHOP,5033 N ELSTON AVE 
3036,21c Museum Hotel - Chicago,55 E Ontario St,21C MUSEUM HOTEL HOTEL CHICAGO,55 E ONTARIO ST 
3037,Warm Belly Bakery,2472 N Clark St,"WARM BELLY BAKERY, LLC",2472 N CLARK ST 
3038,Ravenswood Station,4709 N Damen Ave,RAVENSWOOD STATION BAR & GRILL,4707-4709 N DAMEN AVE 
3039,Do-Rite Donuts & Chicken,835 N Michigan Ave,WONUT,835 N MICHIGAN 
3040,Pegasus On The Fly,5700 S Cicero Ave,PEGASUS ON THE FLY,5700 S CICERO AVE 
3041,El Barco Mariscos ,1035 N Ashland Ave,EL BARCO RESTAURANT,1035 N ASHLAND AVE 
3042,Sochi Saigon Kitchen,1358 W Belmont Ave,SOCHI SAIGON,1354-1358 W BELMONT AVE 
3043,La Palma Mariscos,6038 S Pulaski Rd,LAS ISLAS MARIAS,5401 S PULASKI RD 
3044,Nick's Drive-In,7216 N Harlem Ave,NICK'S DRIVE INN,7216 N HARLEM AVE 
3045,bb.q Chicken - Edgewater Beach,1103 W Bryn Mawr Ave,BBQ CHICKEN EDGEWATER BEACH,1103 W BRYN MAWR AVE 
3046,Villa Rosa Pizza Kitchen,5345 W Devon Ave,VILLA ROSA PIZZA KITCHEN,5345 W DEVON AVE 
3047,79th Street BBQ,11101 S Halsted St,77TH STREET FOOD MART,7701 S HALSTED ST 
3048,Peace Infants & Toddler Center,6242 N Clark St,PEACE INFANTS AND TODDLER CENTER,6242 N CLARK ST 
3049,Muse Coffee Studio,747 S Western Ave,MUSE COFFEE STUDIO,747 S WESTERN AVE 
3050,Chayhana,2245 W Irving Park Rd,CHAYHANA,2245 W IRVING PARK RD 
3051,Polish Paczki Cafe,7210 W Foster Ave,"POLISH PACZKI CAFE,LLC.",7210 W FOSTER AVE 
3052,Aviato Eats,131 N Clinton St,AVIATO,131 N CLINTON ST 
3053,St Martha Manor,4621 N Racine Ave,ST MARTHA MANOR,4621 N RACINE AVE 
3054,Delmonico,111 W Washington St,DELMONICO,111 W WASHINGTON ST 
3055,Pizza Hut,500 W Madison St,PIZZA HUT SLICE BAR,500 W MADISON ST 
3056,Taco Bell,3509 N Harlem,TACO BELL,3509 N HARLEM AVE 
3057,Garcia's Restaurant,4760 N Lincoln Ave,GARCIA'S INC,4756-4760 N LINCOLN AVE 
3058,Wentworth Dental Clinic,2323 S Wentworth Ave,ME WENTWORTH LLC,2323-2357 S WENTWORTH AVE 
3059,Hilltop,2800 W Foster Ave,HILLTOP FAMILY RESTAURANT,2800 W FOSTER AVE 
3060,Marisco's El Veneno,6835 S Pulaski Rd,MARISCO EL VENENO #2 CORP.,6835 S PULASKI RD 
3061,Bandit,841 W Randolph St,THE BANDIT,841 W RANDOLPH ST FL 
3062,Vienna Beef,5700 S Cicero Ave,VIENNA DOGS,5700 S CICERO AVE 
3063,Las Brisas Del Mar,3207 W 51st St,LAS BRISAS DEL MAR,3207 W 51ST ST 
3064,King Sweets,2308 W Devon Ave,KING SWEETS,2308 W DEVON AVE 
3065,CVS Pharmacy,1550 N Kostner Ave,CVS/PHARMACY #7123,1550 N KOSTNER AVE 
3066,Big Bricks,3832 N Lincoln Ave,BIG BRICKS,3830-3832 N LINCOLN AVE 
3067,Soul Veg City,203 E 75th St,SOUL VEG CITY,201-209 E 75TH ST 
3068,The Good Life Cafe,11142 S Halsted St,THE GOOD LIFE SOUL FOOD RESTAURANT,11142 S HALSTED ST 
3069,Tavern On The Point,6724 N Northwest Hwy,TAVERN ON THE POINT,6722-6726 N NORTHWEST HWY 
3070,Academy of Creative Thinking,4200 N Central Ave,"ACADEMY OF CREATIVE THINKING, INC.",4200 N Central AVE 
3071,Retro,3246 N Central Ave,RETRO CAFE RESTAURANT,3246 N CENTRAL AVE 
3072,Subway,7601 S Cicero Ave,SUBWAY,7601 S CICERO AVE 
3073,All Star Seafood & Sports,730 S Clark St,ALL STAR SEAFOOD & SPORTS,730 S CLARK ST 
3074,Hello Thai,1215 W Devon Ave,HELLO THAI,1215 W DEVON AVE 
3075,Vegan Plate,1550 W Fullerton Ave,VEGAN PLATE,1550 W FULLERTON AVE 
3076,Taqueria El Dorado,2114 W Lawrence Ave,TAQUERIA EL DORADO,2114 W LAWRENCE AVE 
3077,Brown Bag Seafood,414 N Wells St,BROWN BAG SEAFOOD CO.,414 N WELLS ST 
3078,Brothers To Go,3000 W Belmont Ave,BROTHERS TO GO,3000 W BELMONT AVE 
3079,Hashbrowns,731 W Maxwell St,HASHBROWNS,731 W MAXWELL ST 
3080,Smart From The Start - Armitage,4135 West Armitage,Smart From The Start,4133-4139 W Armitage AVE 
3081,Baskin-Robbins,4010 N Western Ave,DUNKIN DONUTS / BASKIN ROBBINS,4010 N WESTERN AVE 
3082,Jimmy John's,3041 N Lincoln,JIMMY JOHNS SANDWICH SHOPS,3041 N LINCOLN AVE 
3083,Cafe Istanbul,2014 W Division St,CAFE ISTANBUL,2014 W DIVISION ST 
3084,Wendy's,8645 South Stony Island,"WENDY'S PROPERTIES,LLC",8645 S STONY ISLAND AVE 
3085,Ella Elli,1349 W Cornelia Ave,ELLA ELLI,1347-1353 W CORNELIA AVE 
3086,Midwest Buddhist Temple,435 W Menomonee St,MIDWEST BUDDHIST TEMPLE,435 W MENOMONEE 
3087,Ludlow Charlingtons Coffee Shop,2425 N Clark St,Ludlow Charlingtons,2425 N CLARK ST 
3088,Las Asadas,2045 N Western Ave,LAS ASADAS,2045 N WESTERN AVE 
3089,Tango Sur,3763 N Southport Ave,TANGO SUR,3761 - 3763 N SOUTHPORT AVE 
3090,Gold Coast Market,71 W Chicago Ave,GOLD COAST MARKET,71-73 W CHICAGO AVE 
3091,Anteprima,5316 N Clark St,ANTEPRIMA,5316 N CLARK ST 
3092,Domino's Pizza,3144 W Devon Ave,DOMINO'S PIZZA,3144 W DEVON AVE 
3093,South Side Shrimp,10410 S Kedzie Ave,SOUTHSIDE SHRIMP,10410 S KEDZIE AVE 
3094,Eggs Cafe,680 N Lake Shore Dr,EGGS INC. CAFE,680 N LAKE SHORE DR 
3095,Yemen Restaurant,4748 N Kenneth Ave,"1,200 SQ.FT. - YEMEN RESTAURANT, INC.",4748 N KENNETH AVE 
3096,Wyndham Grand Chicago Riverfront,71 E Upper Wacker Dr,WYNDHAM GRAND CHICAGO RIVERFRONT,71 E WACKER DR 
3097,Au Bon Pain,200 E Randolph St,Au Bon Pain,200 E Randolph ST BLDG 
3098,Vegan World Cafe,5419 W North Ave,VEGAN WORLD CAFE CATERING LLC,5419 W NORTH AVE 
3099,Southern Pitch Food Truck,2300 S Throop St,SOUTHERN PITCH FOOD TRUCK,2300 S THROOP ST 
3100,Wingstop,3046 N Central Ave,Wingstop,3046 N CENTRAL AVE 
3101,Chicago Oyster House,1933 S Indiana Ave,CHICAGO OYSTER HOUSE,1933 S INDIANA AVE 
3102,Delicious PHO,5033 N Elston Ave,"DELICIOUS PHO, INC.",5033 N ELSTON AVE 
3103,Bakers Square,5220 North Harlem Ave,BAKERS SQUARE #220658,5220 N HARLEM AVE 
3104,Carniceria Jimenez,3850 W Fullerton Ave,CARNICERIA JIMENEZ #2,3850 W FULLERTON AVE 
3105,Bialystok Pub,3653 W Diversey,BIALYSTOK MONK CHICAGO INC,3653 W DIVERSEY AVE 
3106,Burger Bull,5736 N Elston Ave,ROMERO'S BURGER BULL,5736 N ELSTON AVE 
3107,Rockwell's Neighborhood Grill,4632 N Rockwell St,ROCKWELL'S NEIGHBORHOOD GRILL,4632 N ROCKWELL ST 
3108,Wendy's,4412 N Pulaski Rd,WENDY'S,4412 N PULASKI RD 
3109,Save A Lot,420 S Pulaski,SAVE-A-LOT  #859,420 S PULASKI RD 
3110,New Love Teriyaki,3901 S California Ave,NEW LOVE TERIYAKI,3901 S CALIFORNIA AVE 
3111,7-Eleven,954 W Monroe,7-ELEVEN # 33731,954 W MONROE ST 
3112,Hello Jasmine - Lincoln Park,953 W Webster Ave,"HELLO JASMINE DEPAUL, LLC",953 W WEBSTER AVE 
3113,Montrose Food Mart & Deli,6601 W Irving Park Rd,MONTROSE DELI,6601 W IRVING PARK RD 
3114,Marriott Chicago O’Hare,8535 W Higgins Rd,CHICAGO MARRIOTT O'HARE HOTEL,8535 W HIGGINS RD 
3115,Stackerz Restaurant,5729 N Northwest Hwy,STACKERZ,5729 N NORTHWEST HWY 
3116,Pizza Hut,4019 E 106th St,PIZZA HUT,4019 E 106TH ST 
3117,Beggars Pizza,5133 S Cicero Ave,BEGGARS PIZZA,5133 S CICERO AVE 
3118,Aroy Thai Restaurant,4654 N Damen Ave,AROY THAI RESTAURANT,4654 N DAMEN AVE 
3119,Taqueria Maravatio,2618 W 59th St,"TAQUERIA MARAVATIO, INC",2618 W 59TH ST 
3120,Halsted Street Deli,8550 W Bryn Mawr,Halsted Street Deli,8550 W BRYN MAWR AVE 
3121,Oda Mediterranean Cuisine,5657 N Clark St,ODA MEDITERRANEAN CUISINE,5657-5659 N CLARK ST 
3122,Little Clown Pizza,2801 N Central Park Ave,LITTLE CLOWN PIZZA & RESTAURANT,2801 N CENTRAL PARK AVE 
3123,Star of Siam,11 E Illinois St,STAR OF SIAM INC,11 E ILLINOIS ST 
3124,Night Market,4461 N Pulaski Rd,NIGHT MARKET RESTAURANT,4461 N PULASKI RD 
3125,Streeterville Pizzeria & Tap,355 E Ohio St,STREETERVILLE PIZZERIA & TAP,355 E OHIO ST 
3126,Jimmy John's,3234 W Foster Ave,JIMMY JOHNS,3234 W FOSTER AVE 
3127,Church's Chicken,58 West 79th St,KRISPY CHICKEN & SEAFOOD,1956 W 79TH ST 
3128,Maya's Nayarit,4318 W Fullerton Ave,MAYA'S NAYARIT,4318 W FULLERTON AVE 
3129,District House,5722 W Higgins Ave,DISTRICT HOUSE,5722 W HIGGINS AVE 
3130,Kohan Japanese Restaurant,730 W Maxwell St,KOHAN JAPANESE RESTAURANT,730-732 W MAXWELL ST 
3131,Macy's,835 N Michigan Ave,MACY'S,835 N MICHIGAN AVE 
3132,"Table, Donkey and Stick",2728 W Armitage Ave,"TABLE, DONKEY & STICK",2728 W ARMITAGE AVE 
3133,District Brew Yards,417 N Ashland Ave,BURNT CITY/DISTRICT BREW YARDS,417-427 N ASHLAND AVE 
3134,Johnny's IceHouse East,1350 W Madison St,JOHNNY'S ICE HOUSE,1350 W MADISON ST 
3135,McDonald's,3200 W Roosevelt,MCDONALD'S,3200 W ROOSEVELT RD 
3136,Parisi's Drive-In,6216 W 63rd St,PARISSE'S DRIVE IN,6216 W 63RD ST 
3137,Eggsperience Cafe,3233 N Broadway St,EGGSPERIENCE,3231-3233 N BROADWAY 
3138,Indian Garden Restaurant,247 E Ontario St,The Indian Garden Restaurant,247 E ONTARIO ST 
3139,Sun View Produce,6110 W 63rd,"SUNVIEW GROCERY & PRODUCE, INC.",6110 W 63RD ST 
3140,Duke Of Perth,2913 N Clark St,THE DUKE OF PERTH,2913 N CLARK ST 
3141,Mama K's Cafe,1036 W Bryn Mawr Ave,MAMA K'S CAFE,1036 W BRYN MAWR AVE 
3142,Benihana,875 N Michigan Ave,BENIHANA,875 N MICHIGAN AVE 
3143,Moon's Sandwich Shop,16 S Western Ave,MOON'S SANDWICH SHOP,16 S WESTERN AVE 
3144,Mr Dumpling,2485 N Clark St,MR. DUMPLING INC.,2485 N CLARK ST 
3145,Porkchop,1132 W Grand Ave,PORKCHOP,1132-1138 W GRAND AVE 
3146,Kabab King Grill,2305 West Devon Ave,STAR  GRILL,1215 W DEVON AVE 
3147,McDonald's,2754 N Narragansett,MC DONALD'S #11559,2754 N NARRAGANSETT AVE 
3148,Everybody's Coffee,935 W Wilson Ave,EVERYBODY'S COFFEE,935-937 W WILSON AVE 
3149,Ceres' Table,3124 N Broadway Ave,CERES' TABLE,3124 N BROADWAY 
3150,Freshii,410 N Michigan Ave,FRESHII,410 N MICHIGAN AVE 
3151,Subway,400 S Financial Pl,SUBWAY,400 S FINANCIAL PL 
3152,Brick House Cafe,3152 W Irving Park Rd,BRICK HOUSE BAR AND GRILL,3152-3154 W IRVING PARK RD 
3153,Brehon Pub,731 N Wells St,BREHON PUB,731-733 N WELLS ST 
3154,Social Junkie,3848 N Harlem Ave,SOCIAL JUNKIE,3848 N HARLEM AVE 
3155,New Archview Restaurant,3480 S Archer Ave,NEW ARCHVIEW RESTAURANT INC,3480 S ARCHER AVE 
3156,IVY Hotel,233 E Ontario St,IVY HOTEL,233 E ONTARIO ST 
3157,Vaunt Fitness,6255 S Archer Ave,"VAUNT FITNESS, LLC",6255 S ARCHER AVE 
3158,Texican,869 N Larrabee St,TEXICAN CHICAGO,869 N LARRABEE AVE 
3159,Autumn Green at Wright Campus,4239 North Oak Park Ave,AUTUMN GREEN AT WRIGHT CAMPUS,4239 N OAK PARK AVE 
3160,Reggio's Pizza,8548 S Cottage Grove,REGGIO'S PIZZA,8548 S COTTAGE GROVE AVE 
3161,Vienna Beef,2501 N Damen Ave,VIENNA SAUSAGE MFG CO,2501 N DAMEN AVE 
3162,McDonald's,1831 W Devon,MCDONALD'S RESTAURANT,1831 W DEVON AVE 
3163,Love Learning Center,228 E 61st St,THE LOVE LEARNING CENTER DAYCARE,228 E 61ST ST 
3164,Smoque BBQ,3800 N Pulaski Rd,SMOQUE BBQ,3800 N PULASKI RD 
3165,British International School of Chicago,814 W Eastman St,QUEST AT BRITISH INTERNATIONAL SCHOOL OF CHICAGO L,814 W EASTMAN ST 
3166,Papa John's Pizza,5359 N. Broadway,NAFI LLC DBA PAPA JOHN'S PIZZA,5359 N BROADWAY 
3167,Jeran Day School + Learning Center,5897 N Elston Ave,JERAN DAY SCHOOL,5897 N ELSTON AVE 
3168,Bloomingdale's,900 N Michigan Ave,BLOOMINGDALE'S DEPT. STORE,900 N MICHIGAN AVE 
3169,Panda Express,6201 N. Lincoln Ave,PANDA EXPRESS #1345,6201 N LINCOLN AVE 
3170,Marshall's Landing,222 Merchandise Mart Plz,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 
3171,St Ferdinand School,3131 N Mason Ave,ST FERDINAND,3131 N MASON AVE 
3172,Ix-Chel Gelato,4968 N Milwaukee,IX-CHEL I DREAM IN COLOR FROSEN DELIGHTS,4968 N MILWAUKEE AVE 
3173,Nelly's Saloon,3256 N Elston Ave,NELLY'S SALOON,3256 N ELSTON AVE 
3174,The Cubby Bear,1059 W Addison St,CUBBY BEAR LOUNGE LTD,1059-1065 W ADDISON ST 
3175,Minna's Restaurant,5046 W Armitage Ave,MINNA'S RESTAURANT,5046 W ARMITAGE AVE 
3176,Mar Abierto,3826 W Montrose Ave,TAQUERIA Y OSTINERIA M ABIERTO,3826 W MONTROSE AVE 
3177,Dunkin',4350 N Central Ave,DUNKIN DONUTS,4350 N CENTRAL AVE 
3178,Regency Inn Banquets,5319 W Diversey Ave,REGENCY INN,5319 W DIVERSEY AVE 
3179,Roeser's Bakery,3216 W North Ave,ROESER'S BAKERY,3216 W NORTH AVE 
3180,Adalina,912 N State St,ADALINA,912 N STATE ST 
3181,Ovy Signature Catering,7035 W Addison St,Levy Restaurants at Wrigley Field,1060 W ADDISON ST 
3182,El Sabor Poblano,7027 N Clark St,EL SABOR POBLANO,7027 N CLARK ST 
3183,Panda Express,3000 W. 26th Street,PANDA EXPRESS RESTAURANT #2693,3000 W 26TH ST 
3184,Jimmy John's,2048 W Divison St,JIMMY JOHN'S SANDWICH SHOP,2048 W DIVISION ST 
3185,Big Shoulders Coffee,5700 S Cicero Ave,BIG SHOULDERS COFFEE,5700 S CICERO AVE 
3186,Mixed Greens,308 W Erie St,MIXED GREENS,308 W ERIE ST 
3187,Uncommon Ground,1401 W Devon Ave,UNCOMMON  GROUND,1401-1405 W DEVON AVE 
3188,Jefferson Park Grill,5364 W Gale St,"JEFFERSON PARK GRILL, INC",5364 W GALE  ST 
3189,Fabulous Freddies Italian Eatery,701 W 31st St,FREDDIES,701 W 31ST ST 
3190,Pak Sweets & Bakery,2426 W Devon Ave,PAK SWEETS,2326 W Devon AVE 
3191,Googoo's Table,4356 W Armitage Ave,GOOGOO'S TABLE,4356 W ARMITAGE AVE 
3192,Chicago Pit Stop Bbq,9709 S Halsted St,CHICAGO PIT STOP BBQ,9709 S HALSTED ST 
3193,Red Carpet Food 4 The Soul,2024 W 119th St,RED CARPET CATERIN,2024 W 119TH ST 
3194,Lardon,2200 N California Ave,LARDON & THE UNION TAPROOM & THE MEADOWLARK,2200-2202 N CALIFORNIA AVE 
3195,Gaelic Imports,6346 W Gunnison St,GAELIC IMPORTS,6346 W GUNNISON ST 
3196,First Slice Pie Cafe,5357 N Ashland Ave,PIE CAFE,5357 N ASHLAND AVE 
3197,Yvolina's Tamales,814 W 18th St,YVOLINA'S TAMALES+GROCERIES,814 W 18TH ST 
3198,Rainbow Food Mart,2926 W Devon Ave,RAINBOW FOOD MART,2926 W DEVON 
3199,Clark El Ranchito,4651 N Clark St,CLARK EL RANCHITO CORP,4651 N CLARK ST 
3200,What's Krackin',1310 E 53rd St,WHAT'S KRACKIN SOUTHERN SEAFOOD,1310 E 53RD ST 
3201,The Famous Taco Burrito,2817 W Irving Park Rd,THE FAMOUS TACO BURRITO KING,2817 W IRVING PARK RD 
3202,Portage Park,4100 N Long Ave,Portage Park Senior Satellite Center,4100 N Long ST 
3203,Sabri Nihari Restaurant,2502 W Devon Ave,SABRI NIHARI,2500-2502 W DEVON AVE 
3204,Bittersweet Pastry Shop,1114 W Belmont Ave,BITTERSWEET,1114 W BELMONT AVE 
3205,Primo Pizza,5600 N Clark St,PRIMO PIZZA INC,5600 N CLARK ST 
3206,Plein Air Cafe & Eatery,5751 S Woodlawn Ave,PLEIN AIR,5751 S WOODLAWN AVE 
3207,Golden Heart Mariscos & Restaurant,4210 S Archer Ave,ARCHER RESTAURANT,4231 S ARCHER AVE 
3208,Taco Bell Cantina,941 W Randolph St,TACO BELL CANTINA,941 W RANDOLPH ST 
3209,Dal Paeng Yi Korean Noodles & Snacks,3236 W Bryn Mawr Ave,DAL PAENG YI  REST,3236 W BRYN MAWR AVE 
3210,Same Day Cafe,2651 N Kedzie Ave,SAME DAY CAFE,2651 N KEDZIE AVE 
3211,Cutie Pie's Kitchen,752 W 78th St,CUTIE PIE'S KITCHEN,752 W 78TH ST 
3212,Chicago Bagel Authority,955 W Belmont Ave,CHICAGO BAGEL AUTHORITY-BELM,955-957 W BELMONT AVE 
3213,Harczak's Authentic Ethnic Sausages,7035 W Higgins Rd,HARCZAK SAUSAGES,7035 W HIGGINS AVE 
3214,Wow Bao,46 E Chicago Ave,WOW BAO,46 E CHICAGO AVE 
3215,Hangry's,5000 W Fullerton,HANGRY'S,5000 W FULLERTON AVE 
3216,Rewired Pizza Cafe & Bar,1100 W Thorndale Ave,M KAFE,1136 W THORNDALE AVE 
3217,Cafe Espresso,5700 S Cicero Ave,CAFE ESPRESSO C,5700 S CICERO AVE 
3218,Jimmy's Famous Burgers,5042 S Cottage Grove Ave,JIMMY'S FAMOUS BURGERS,5042 S COTTAGE GROVE AVE 
3219,Glacier Yogurt,5700 S Cicero Ave,HVAC PUB/GLACIER CITY FROZEN YOGURT,5700 S CICERO AVE 
3220,Holiday Inn & Suites Chicago-Downtown,506 W Harrison St,HOLIDAY INN SUITES,506 W HARRISON ST 
3221,Jimmy John's,1519 E 55th St,JIMMY JOHNS,1519 E 55TH ST 
3222,Mariscos El Barbas,4569 N Elston Ave,MARISCOS EL BARBAS,4569 N ELSTON AVE 
3223,Aster Hall,900 N Michigan Ave,ASTER HALL,900 N MICHIGAN AVE 
